日期,價格(元/公斤),上價,中價,下價,交易量(公斤),價格區間,價格(元/公斤)_lag1,價格(元/公斤)_lag7,價格(元/公斤)_lag14,價格(元/公斤)_ma3,價格(元/公斤)_ma7
109/12/06,124.34285714285714,162.78571428571428,123.47142857142856,81.44285714285715,2319.785714285714,81.34285714285713,125.31428571428572,148.9,174.06,120.43392857142858,129.2872448979592
109/12/08,127.56875,161.95,125.5,88.6375,2172.0625,73.31249999999999,124.34285714285714,146.9375,174.08333333333334,123.68571428571427,125.77908163265306
109/12/09,119.8875,153.8625,118.2625,84.375,2283.9375,69.48750000000001,127.56875,134.75714285714284,183.1,125.74196428571429,123.01211734693877
109/12/10,120.7375,161.3375,119.175,82.9375,1806.875,78.4,119.8875,113.11428571428571,156.08571428571426,123.93303571428571,120.88788265306123
109/12/11,123.06666666666668,156.70000000000002,119.3,86.81666666666666,2362.6666666666665,69.88333333333335,120.7375,114.5875,156.79999999999998,122.73125,121.97691326530614
109/12/12,125.88333333333333,169.76666666666668,118.88333333333333,86.61666666666667,2398.333333333333,83.15,123.06666666666668,121.4,164.5,121.23055555555555,123.18822278911566
109/12/13,131.3225,175.325,129.8625,87.1,2143.1875,88.225,125.88333333333333,125.31428571428572,134.3857142857143,123.22916666666667,123.82869897959183
109/12/15,131.76666666666668,171.74444444444444,131.15555555555557,91.46666666666668,2264.0,80.27777777777777,131.3225,124.34285714285714,148.9,126.7575,124.68701530612245
109/12/16,122.34285714285714,154.97142857142856,121.07142857142856,83.34285714285714,2430.0714285714284,71.62857142857142,131.76666666666668,127.56875,146.9375,129.6575,125.74755952380951
109/12/17,118.27142857142856,157.5142857142857,114.78571428571428,80.24285714285715,2328.5714285714284,77.27142857142856,122.34285714285714,119.8875,134.75714285714284,128.47734126984128,125.00100340136055
109/12/18,124.77142857142856,162.45714285714286,124.2,84.8,2235.714285714286,77.65714285714286,118.27142857142856,120.7375,113.11428571428571,124.12698412698414,124.77013605442177
109/12/19,134.8525,170.3125,133.0125,93.5875,1828.3125,76.72500000000001,124.77142857142856,123.06666666666668,114.5875,121.79523809523808,125.34641156462583
109/12/20,129.4375,161.2125,129.075,93.625,1736.8125,67.5875,134.8525,125.88333333333333,121.4,125.96511904761904,127.03010204081632
109/12/22,126.5625,164.4625,124.4,90.6125,2475.6875,73.85000000000001,129.4375,131.3225,125.31428571428572,129.68714285714285,127.53784013605443
109/12/23,136.26666666666668,166.41666666666666,135.58333333333334,98.61666666666667,2142.6666666666665,67.79999999999998,126.5625,131.76666666666668,124.34285714285714,130.28416666666666,126.85784013605442
109/12/24,144.43333333333334,179.70000000000002,143.23333333333332,98.08333333333331,1780.5833333333333,81.61666666666669,136.26666666666668,122.34285714285714,127.56875,130.75555555555556,127.50069727891157
109/12/25,144.14285714285714,185.8857142857143,143.8857142857143,95.62857142857142,1907.357142857143,90.25714285714288,144.43333333333334,118.27142857142856,119.8875,135.7541666666667,130.65647959183673
109/12/26,141.17142857142858,178.5,142.42857142857142,98.5,1512.357142857143,80.0,144.14285714285714,124.77142857142856,120.7375,141.61428571428573,134.35239795918366
109/12/27,158.17142857142858,197.7428571428572,157.81428571428572,102.34285714285714,1633.7857142857142,95.40000000000002,141.17142857142858,134.8525,123.06666666666668,143.24920634920636,136.69525510204082
109/12/29,160.65714285714284,200.14285714285717,162.3857142857143,104.31428571428572,1970.142857142857,95.82857142857142,158.17142857142858,129.4375,125.88333333333333,147.82857142857142,140.0265306122449
109/12/30,154.20000000000002,188.18571428571428,154.91428571428574,106.04285714285712,1931.7857142857144,82.14285714285715,160.65714285714284,126.5625,131.3225,153.33333333333334,144.48647959183674
109/12/31,158.92000000000002,197.68,161.24,103.08,2209.0,94.6,154.20000000000002,136.26666666666668,131.76666666666668,157.6761904761905,148.43469387755104
110/01/01,160.73333333333332,197.96666666666667,158.79999999999998,117.73333333333332,1119.6666666666667,80.23333333333333,158.92000000000002,144.43333333333334,122.34285714285714,157.9257142857143,151.67088435374149
110/01/02,186.08333333333331,220.03333333333333,184.9,137.53333333333333,1206.25,82.5,160.73333333333332,144.14285714285714,118.27142857142856,157.95111111111112,153.99945578231294
110/01/03,199.5,235.72857142857143,200.28571428571428,141.65714285714287,1069.357142857143,94.07142857142856,186.08333333333331,141.17142857142858,124.77142857142856,168.57888888888888,159.9909523809524
110/01/05,197.62857142857143,236.07142857142856,199.67142857142855,146.15714285714287,1169.571428571429,89.91428571428571,199.5,158.17142857142858,134.8525,182.10555555555553,168.32360544217687
110/01/06,186.01666666666665,217.71666666666667,185.55,139.81666666666666,1218.5833333333333,77.9,197.62857142857143,160.65714285714284,129.4375,194.40396825396826,173.9603401360544
110/01/07,175.28571428571428,217.3142857142857,172.05714285714288,127.35714285714286,1087.071428571429,89.95714285714286,186.01666666666665,154.20000000000002,126.5625,194.38174603174602,177.58312925170068
110/01/08,199.45,232.6,195.3166666666667,156.03333333333333,963.4166666666666,76.56666666666666,175.28571428571428,158.92000000000002,136.26666666666668,186.31031746031746,180.59537414965988
110/01/09,212.86,259.9,214.34,140.12,1239.3,119.77999999999996,199.45,160.73333333333332,144.43333333333334,186.9174603174603,186.38537414965984
110/01/10,189.4142857142857,231.8142857142857,188.62857142857143,134.54285714285714,1023.9285714285714,97.27142857142856,212.86,186.08333333333331,144.14285714285714,195.86523809523808,193.83204081632653
110/01/12,198.91666666666663,238.9,198.35,146.36666666666667,1137.1666666666667,92.53333333333332,189.4142857142857,199.5,141.17142857142858,200.5747619047619,194.30789115646257
110/01/13,218.8,262.68571428571425,215.0142857142857,167.82857142857142,835.0,94.85714285714285,198.91666666666663,197.62857142857143,158.17142857142858,200.3969841269841,194.22455782312926
110/01/15,246.41666666666663,278.1666666666667,248.0,199.61666666666667,976.4166666666666,78.55000000000001,218.8,186.01666666666665,160.65714285714284,202.3769841269841,197.24904761904762
110/01/16,290.1,340.62,291.94,200.08,903.8,140.54000000000002,246.41666666666663,175.28571428571428,154.20000000000002,221.37777777777774,205.87761904761905
110/01/17,247.84,295.7,245.96,188.06,1246.2,107.64,290.1,199.45,158.92000000000002,251.7722222222222,222.2796598639456
110/01/19,232.3428571428572,285.4857142857143,233.75714285714284,169.22857142857143,1329.7142857142858,116.2571428571429,247.84,212.86,160.73333333333332,261.45222222222225,229.19251700680272
110/01/20,211.76666666666665,248.88333333333333,207.83333333333331,161.33333333333334,1440.9166666666667,87.54999999999998,232.3428571428572,189.4142857142857,186.08333333333331,256.76095238095246,231.9757823129252
110/01/21,186.3,235.07142857142856,188.58571428571423,123.25714285714284,1394.571428571429,111.81428571428572,211.76666666666665,198.91666666666663,199.5,230.6498412698413,235.16897959183675
110/01/22,192.4,250.82857142857145,195.2,136.14285714285714,1579.071428571429,114.68571428571428,186.3,218.8,197.62857142857143,210.13650793650797,233.3665986394558
110/01/23,187.36666666666667,232.1833333333333,184.58333333333331,127.06666666666666,2155.9166666666665,105.11666666666665,192.4,246.41666666666663,186.01666666666665,196.82222222222222,229.59517006802722
110/01/24,171.62857142857143,219.6,170.65714285714284,111.75714285714284,1884.071428571429,107.84285714285714,187.36666666666667,290.1,175.28571428571428,188.6888888888889,221.15945578231296
110/01/26,170.8166666666667,217.66666666666663,169.21666666666667,116.91666666666669,2999.0,100.75,171.62857142857143,247.84,199.45,183.79841269841268,204.23496598639457
110/01/27,163.55714285714288,206.9857142857143,167.17142857142858,105.02857142857144,2632.6428571428573,101.95714285714286,170.8166666666667,232.3428571428572,212.86,176.60396825396825,193.23163265306127
110/01/28,147.96666666666667,184.11666666666667,147.08333333333334,98.16666666666669,2262.833333333333,85.95,163.55714285714288,211.76666666666665,189.4142857142857,168.66746031746035,183.4051020408163
110/01/29,149.88333333333333,194.0,148.75,99.65,2135.0,94.35,147.96666666666667,186.3,198.91666666666663,160.78015873015875,174.2908163265306
110/01/30,154.86666666666667,204.25,154.91666666666666,93.46666666666664,2948.0,110.78333333333336,149.88333333333333,192.4,218.8,153.80238095238096,169.08843537414967
110/01/31,145.28333333333333,187.2,143.48333333333332,95.83333333333331,2989.333333333333,91.36666666666667,154.86666666666667,187.36666666666667,246.41666666666663,150.90555555555557,163.72653061224491
