日期,價格(元/公斤),上價,中價,下價,交易量(公斤),價格區間,價格(元/公斤)_lag1,價格(元/公斤)_lag7,價格(元/公斤)_lag14,價格(元/公斤)_ma3,價格(元/公斤)_ma7
111/12/18,165.27142857142857,225.8428571428572,165.05714285714288,97.42857142857144,1295.2857142857142,128.4142857142857,132.15714285714287,143.38571428571427,146.31666666666666,141.5190476190476,140.01020408163265
111/12/20,171.26666666666665,237.05,168.96666666666667,106.35,1485.9166666666667,130.7,165.27142857142857,141.62857142857143,142.26666666666668,145.74285714285716,143.13673469387757
111/12/21,177.37142857142857,243.32857142857145,177.55714285714288,107.12857142857142,1027.857142857143,136.2,171.26666666666665,138.4,143.56666666666666,156.23174603174604,147.37074829931973
111/12/22,191.51666666666665,269.93333333333334,188.3,113.53333333333336,1098.6666666666667,156.39999999999998,177.37142857142857,132.1,142.72857142857143,171.3031746031746,152.93809523809523
111/12/23,221.78571428571428,299.3285714285715,221.78571428571428,134.85714285714286,947.5714285714286,164.47142857142862,191.51666666666665,152.6,155.5125,180.05158730158732,161.42619047619047
111/12/24,232.3571428571429,324.2714285714286,230.05714285714288,131.54285714285714,1244.2142857142858,192.72857142857143,221.78571428571428,139.8,147.38333333333333,196.89126984126983,171.30986394557823
111/12/25,236.54285714285717,307.6857142857143,236.3,149.67142857142858,895.4285714285714,158.01428571428573,232.3571428571429,132.15714285714287,143.12857142857143,215.21984126984125,184.5323129251701
111/12/27,198.1125,265.6375,198.4875,122.6375,1075.0625,143.0,236.54285714285717,165.27142857142857,143.38571428571427,230.22857142857143,199.44455782312926
111/12/28,185.8375,251.3875,183.7625,119.5125,900.1875,131.875,198.1125,171.26666666666665,141.62857142857143,222.3375,204.1361394557823
111/12/29,200.08571428571423,274.8,197.75714285714284,123.6,954.2857142857144,151.2,185.8375,177.37142857142857,138.4,206.83095238095243,206.21768707482994
111/12/30,194.8,257.9857142857143,193.05714285714288,119.87142857142857,1042.2857142857142,138.11428571428576,200.08571428571423,191.51666666666665,132.1,194.67857142857142,209.46258503401359
111/12/31,200.32857142857145,276.8857142857143,197.5142857142857,120.62857142857142,1254.642857142857,156.25714285714287,194.8,221.78571428571428,152.6,193.57440476190473,209.9316326530612
112/01/01,225.11666666666667,308.90000000000003,227.2,139.16666666666666,1365.75,169.73333333333338,200.32857142857145,232.3571428571429,139.8,198.4047619047619,206.86632653061224
112/01/03,194.4375,259.4375,191.3375,130.225,1215.4375,129.2125,225.11666666666667,236.54285714285717,132.15714285714287,206.74841269841272,205.83197278911567
112/01/04,193.3857142857143,256.3857142857143,193.6,121.52857142857144,1841.357142857143,134.85714285714286,194.4375,198.1125,165.27142857142857,206.62757936507936,199.8169217687075
112/01/05,188.5,264.81428571428575,183.68571428571428,127.02857142857144,1572.642857142857,137.7857142857143,193.3857142857143,185.8375,171.26666666666665,204.31329365079367,199.14166666666668
112/01/06,172.325,240.35,172.7375,101.675,1120.1875,138.675,188.5,200.08571428571423,177.37142857142857,192.10773809523812,199.5220238095238
112/01/07,176.57142857142858,258.15714285714284,173.54285714285714,108.37142857142858,1277.357142857143,149.78571428571428,172.325,194.8,191.51666666666665,184.73690476190475,195.5562074829932
112/01/08,183.12857142857143,274.42857142857144,182.94285714285712,98.44285714285716,1517.2857142857142,175.9857142857143,176.57142857142858,200.32857142857145,221.78571428571428,179.13214285714284,192.95212585034014
112/01/10,186.225,264.425,186.475,105.9125,1596.25,158.51250000000002,183.12857142857143,225.11666666666667,232.3571428571429,177.34166666666667,190.49498299319728
112/01/11,174.125,245.2375,173.875,104.1375,1711.3125,141.10000000000002,186.225,194.4375,236.54285714285717,181.97500000000002,184.93903061224492
112/01/12,176.17142857142858,255.9857142857143,174.21428571428572,99.48571428571428,1428.428571428571,156.5,174.125,193.3857142857143,198.1125,181.1595238095238,182.0372448979592
112/01/13,183.78571428571428,264.07142857142856,179.14285714285714,110.7714285714286,1487.7857142857142,153.29999999999995,176.17142857142858,188.5,185.8375,178.8404761904762,179.5780612244898
112/01/14,183.5625,248.9625,184.5125,108.95,1578.6875,140.0125,183.78571428571428,172.325,200.08571428571423,178.02738095238092,178.90459183673468
112/01/15,173.25,252.3375,169.4625,103.5,1588.75,148.8375,183.5625,176.57142857142858,194.8,181.17321428571427,180.50994897959185
112/01/17,192.55714285714288,269.75714285714287,192.0,108.42857142857144,2361.785714285714,161.32857142857142,173.25,183.12857142857143,200.32857142857145,180.19940476190473,180.03545918367348
112/01/18,199.95,263.05,198.425,129.875,1606.625,133.175,192.55714285714288,186.225,225.11666666666667,183.1232142857143,181.3823979591837
112/01/19,175.29999999999998,265.96666666666664,171.0666666666667,92.51666666666668,1511.0833333333333,173.45,199.95,174.125,194.4375,188.5857142857143,183.34311224489792
112/01/20,205.67142857142855,298.5857142857143,208.04285714285717,105.75714285714284,1444.7142857142858,192.82857142857145,175.29999999999998,176.17142857142858,193.3857142857143,189.26904761904765,183.51096938775507
112/01/21,195.15714285714284,294.1857142857143,187.94285714285712,112.95714285714288,1294.428571428571,181.22857142857143,205.67142857142855,183.78571428571428,188.5,193.64047619047616,187.7252551020408
112/01/27,170.72857142857143,239.4,169.0142857142857,114.37142857142858,3619.714285714286,125.02857142857142,195.15714285714284,183.5625,172.325,192.04285714285712,189.34974489795917
112/01/28,169.1,251.3,167.75,96.65,1838.4166666666667,154.64999999999998,170.72857142857143,173.25,176.57142857142858,190.5190476190476,187.51632653061225
112/01/29,183.45714285714288,262.2,180.7,106.78571428571428,988.7142857142856,155.4142857142857,169.1,192.55714285714288,183.12857142857143,178.32857142857142,186.9234693877551
112/01/31,186.8571428571429,265.24285714285713,167.18571428571428,94.95714285714288,1017.7142857142856,170.28571428571428,183.45714285714288,199.95,186.225,174.42857142857142,185.62346938775508
